Rede, Jogador, ID do Jogo, Stake, Data de Início, Data de Conclusão, Participantes, Rake, Jogo, Estrutura, Velocidade, Resultado (incluindo Rake), Posição, Bandeiras, Moeda, Reentradas/Recompras, Duração, Jogadores por mesa, Prêmio, Nome, Total de Reentradas, Prêmio de Recompensa
WPN,"fazmerir",33499066,20.0,2025-05-28 14:30,2025-05-28 22:14,733,2.0,H,No Limit,Normal,-1.03,111,Bounty Progressive-Bounty Multi-Entry,USD,,27853,8,20.97,"OSSXL#328 PKO - $20,000 GTD",189,
PokerStars,"lo-fi dream",3883653248,100.0,2025-05-27 16:05,2025-05-28 21:53,941,9.0,H,No Limit,Normal,-436.00,443,Multi-Entry,USD,,107335,8,,"SCOOP 98-M: $109 NLHE, $150K Gtd - 2-Day Event",477,
PokerStars,"lo-fi dream",3883653248,100.0,2025-05-27 16:05,2025-05-28 21:53,941,9.0,H,No Limit,Normal,-436.00,659,Multi-Entry,USD,,107335,8,,"SCOOP 98-M: $109 NLHE, $150K Gtd - 2-Day Event",477,
PokerStars,"lo-fi dream",3883653248,100.0,2025-05-27 16:05,2025-05-28 21:53,941,9.0,H,No Limit,Normal,-436.00,707,Multi-Entry,USD,,107335,8,,"SCOOP 98-M: $109 NLHE, $150K Gtd - 2-Day Event",477,
PokerStars,"lo-fi dream",3883653248,100.0,2025-05-27 16:05,2025-05-28 21:53,941,9.0,H,No Limit,Normal,-436.00,834,Multi-Entry,USD,,107335,8,,"SCOOP 98-M: $109 NLHE, $150K Gtd - 2-Day Event",477,
PokerStars,"lo-fi dream",3883653259,50.0,2025-05-28 11:05,2025-05-28 21:42,1813,5.0,H,No Limit,Normal,-165.00,550,Deep-Stack Multi-Entry,USD,,38222,7,,"SCOOP 100-M: $55 NLHE [7-Max, Deep Stacks], $100K Gtd",824,
PokerStars,"lo-fi dream",3883653259,50.0,2025-05-28 11:05,2025-05-28 21:42,1813,5.0,H,No Limit,Normal,-165.00,2014,Deep-Stack Multi-Entry,USD,,38222,7,,"SCOOP 100-M: $55 NLHE [7-Max, Deep Stacks], $100K Gtd",824,
PokerStars,"lo-fi dream",3883653259,50.0,2025-05-28 11:05,2025-05-28 21:42,1813,5.0,H,No Limit,Normal,-165.00,2232,Deep-Stack Multi-Entry,USD,,38222,7,,"SCOOP 100-M: $55 NLHE [7-Max, Deep Stacks], $100K Gtd",824,
GGNetwork,"gold soundz",208079642,40.48,2025-05-28 12:35,2025-05-28 21:32,1617,3.52,H,No Limit,Normal,-78.00,607,Bounty Deep-Stack Multi-Entry,USD,,32276,8,,"Bounty Hunters Forty Stack $44",386,
PokerStars,"lo-fi dream",3892502803,24.55,2025-05-28 11:30,2025-05-28 21:21,1921,2.45,H,No Limit,Normal,-27.00,1779,Bounty Progressive-Bounty Multi-Entry,USD,,35481,8,,"SCOOP Edition: $27 Daily Eliminator [Progressive KO], $50K Gtd",532,
GGNetwork,"gold soundz",208374534,27.6,2025-05-28 12:00,2025-05-28 21:14,5336,2.4,H,No Limit,Normal,-150.00,,Bounty Multi-Entry,USD,,33241,8,,"225-M: $30 The Grand Hunters [Big Bounties]",2234,
WPN,"fazmerir",33501254,50.0,2025-05-28 11:15,2025-05-28 20:24,698,5.0,H,No Limit,Normal,-165.00,222,Multi-Entry,USD,2,32958,8,,"OSSXL#322H - $50,000 GTD",376,
PokerStars,"lo-fi dream",3883653247,9.8,2025-05-27 16:05,2025-05-28 20:12,5895,1.2,H,No Limit,Normal,7.62,928,Multi-Entry,USD,,101247,8,18.62,"SCOOP 98-L: $11 NLHE, $60K Gtd - 2-Day Event",1953,
GGNetwork,"gold soundz",208374519,50.6,2025-05-28 10:00,2025-05-28 20:10,1733,4.4,H,No Limit,Normal,-55.00,,Deep-Stack Multi-Entry,USD,,36635,8,,"224-M: $55 The Great Wall [Deepstack]",761,
GGNetwork,"gold soundz",208064907,49.68,2025-05-28 11:05,2025-05-28 20:10,954,4.32,H,No Limit,Normal,-108.00,,Bounty Deep-Stack Multi-Entry,USD,,32726,8,,"Bounty Hunters Fifty Stack $54",264,
GGNetwork,"gold soundz",208074761,40.48,2025-05-28 12:05,2025-05-28 20:05,567,3.52,H,No Limit,Normal,-44.00,,Deep-Stack Multi-Entry,USD,,28806,8,,"Forty Stack $44",178,
GGNetwork,"gold soundz",208054895,23.0,2025-05-28 10:00,2025-05-28 19:28,2141,2.0,H,No Limit,Normal,-25.00,1744,Deep-Stack,USD,,34123,8,,"GGMasters Double Stack $25, $40K GTD",,
WPN,"fazmerir",33499038,25.0,2025-05-28 11:45,2025-05-28 19:22,832,2.5,H,No Limit,Normal,-55.00,247,Bounty Progressive-Bounty Multi-Entry,USD,1,27436,8,,"OSSXL#323H PKO - $25,000 GTD",226,
WPN,"fazmerir",33498166,15.0,2025-05-28 11:15,2025-05-28 18:33,711,1.5,H,No Limit,Normal,31.72,34,Multi-Entry,USD,,26316,8,48.22,"OSSXL#322M - $15,000 GTD",230,
GGNetwork,"gold soundz",208076367,19.87,2025-05-28 12:15,2025-05-28 17:36,803,1.73,H,No Limit,Turbo,-43.20,,Bounty Deep-Stack Multi-Entry,USD,,19284,8,,"Bounty Hunters Deepstack Turbo $21.60",132,
PokerStars,"lo-fi dream",3892506191,20.0,2025-05-28 10:30,2025-05-28 16:50,551,2.0,H,No Limit,Normal,-12.00,280,Bounty Multi-Entry,USD,,22808,8,10.0,"Bounty Builder $22, $12K Gtd",89,10.0
GGNetwork,"gold soundz",208066507,29.44,2025-05-28 11:15,2025-05-28 16:37,481,2.56,H,No Limit,Turbo,-64.00,,Bounty Deep-Stack Multi-Entry,USD,,19322,8,,"Bounty Hunters Deepstack Turbo $32",88,
WPN,"fazmerir",33549922,100.0,2025-05-28 11:05,2025-05-28 15:47,80,9.0,H,No Limit,Normal,-109.00,75,Multi-Entry,USD,,16920,8,,"$10,000 GTD",16,
WPN,"fazmerir",33549771,40.0,2025-05-28 08:15,2025-05-28 15:18,90,4.0,H,No Limit,Normal,-88.00,67,Multi-Entry,USD,1,25415,8,,"Early Special - $4,000 GTD",24,
GGNetwork,"gold soundz",208057158,49.68,2025-05-28 10:15,2025-05-28 15:08,401,4.32,H,No Limit,Turbo,-41.50,134,Bounty Deep-Stack Multi-Entry,USD,,17609,8,12.5,"Bounty Hunters Deepstack Turbo $54",94,
WPN,"fazmerir",33477113,30.0,2025-05-28 11:05,2025-05-28 14:02,55,3.0,H,No Limit,Normal,-33.00,9,Satellite Bounty Mystery-Bounty Multi-Entry,USD,,10657,8,,"OSSXL #6 Mystery KO - $200K GTD [Flight]",24,
GGNetwork,"gold soundz",207962646,29.44,2025-05-27 20:15,2025-05-28 01:51,366,2.56,H,No Limit,Turbo,-32.00,,Bounty Deep-Stack Multi-Entry,USD,,20213,8,,"Bounty Hunters Deepstack Turbo $32",81,
