Rede, Jogador, ID do Jogo, Stake, Data de Início, Data de Conclusão, Participantes, Rake, Jogo, Estrutura, Velocidade, Resultado (incluindo Rake), Posição, Bandeiras, Moeda, Reentradas/Recompras, Duração, Jogadores por mesa, Prêmio, Nome, Total de Reentradas, Prêmio de Recompensa
PartyPoker,"josealdo",399103617,10.0,2024-12-02 15:30,2024-12-02 17:03,229,1.0,H,No Limit,Super Turbo,-11.00,79,Satellite 6-Max Bounty Multi-Entry,USD,,5561,6,,"The Big Quarter Mystery Bounty Day 1: $150,000 Gtd [2-Day Event, $10K Top Bounty Gtd]",41,
GGNetwork,"joaofwebber_",176055985,13.8,2024-12-01 15:00,2024-12-02 01:55,7107,1.2,H,No Limit,Normal,-11.67,937,Multi-Entry,USD,,39315,8,3.33,"Sunday Hundred Grand $15, $100K GTD",2346,
PokerStars,"JOAOFWEBBER",3827892200,20.0,2024-12-01 18:30,2024-12-02 01:49,1206,2.0,H,No Limit,Normal,40.60,108,Bounty Multi-Entry,USD,,26359,8,62.6,"Bounty Builder $22, $25K Gtd",231,58.75
PokerStars,"JOAOFWEBBER",3827892200,20.0,2024-12-01 18:30,2024-12-02 01:49,1206,2.0,H,No Limit,Normal,40.60,1314,Bounty Multi-Entry,USD,,26359,8,62.6,"Bounty Builder $22, $25K Gtd",231,58.75
GGNetwork,"joaofwebber_",176065301,23.0,2024-12-01 16:05,2024-12-02 01:34,2717,2.0,H,No Limit,Normal,38.24,146,Deep-Stack Multi-Entry,USD,,34155,8,63.24,"Sunday Mini Main $25",860,
GGNetwork,"joaofwebber_",176060157,9.94,2024-12-01 15:30,2024-12-02 01:25,5349,0.86,H,No Limit,Normal,-10.80,,Bounty Multi-Entry,USD,,35709,8,,"Bounty Hunters 50 Grand $10.80",1502,
GGNetwork,"joaofwebber_",176073909,9.94,2024-12-01 17:05,2024-12-02 01:19,4548,0.86,H,No Limit,Normal,-21.60,,Bounty Multi-Entry,USD,,29695,8,,"Mini Sunday Showdown $10.80 [Bounty]",1186,
GGNetwork,"joaofwebber_",176068865,29.44,2024-12-01 16:30,2024-12-02 01:03,3489,2.56,H,No Limit,Normal,-64.00,,Bounty Multi-Entry,USD,,30794,8,,"Sunday Bounty King $32",902,
PokerStars,"JOAOFWEBBER",3827891818,20.0,2024-12-01 18:00,2024-12-02 00:54,325,2.0,H,No Limit,Normal,-22.00,314,Multi-Entry,USD,,24874,8,,"Bigger $22, $7K Gtd",47,
GGNetwork,"joaofwebber_",173976891,29.81,2024-12-01 13:30,2024-12-02 00:37,18443,2.59,H,No Limit,Normal,-17.40,5335,Bounty Deep-Stack Multi-Entry,USD,,40057,8,15.0,"$54 Bounty Hunters Sunday Main",6557,
PokerStars,"JOAOFWEBBER",3827892129,30.0,2024-12-01 16:30,2024-12-02 00:18,1788,3.0,H,No Limit,Normal,-33.00,810,Bounty Multi-Entry,USD,,28124,8,,"Bounty Builder $33, $60K Gtd",379,
GGNetwork,"joaofwebber_",176051711,19.87,2024-12-01 14:30,2024-12-02 00:14,7512,1.73,H,No Limit,Normal,-43.20,,Bounty Deep-Stack Multi-Entry,USD,,35086,8,,"Bounty Hunters Sunday Big Game $21.60",2477,
GGNetwork,"joaofwebber_",173976905,16.1,2024-12-01 18:00,2024-12-01 23:50,6756,1.4,H,No Limit,Turbo,-17.50,,Bounty Multi-Entry,USD,,21033,8,,"$25 Sunday Heater [Bounty Turbo]",1798,
PokerStars,"JOAOFWEBBER",3827892009,14.7,2024-12-01 15:30,2024-12-01 23:48,2539,1.8,H,No Limit,Normal,-1.91,290,Bounty Multi-Entry,USD,,29897,8,14.59,"Bounty Builder $16.50, $40K Gtd",546,3.75
PokerStars,"JOAOFWEBBER",3827892009,14.7,2024-12-01 15:30,2024-12-01 23:48,2539,1.8,H,No Limit,Normal,-1.91,1539,Bounty Multi-Entry,USD,,29897,8,14.59,"Bounty Builder $16.50, $40K Gtd",546,9.37
PokerStars,"JOAOFWEBBER",3826174791,24.55,2024-12-01 12:30,2024-12-01 23:26,3619,2.45,H,No Limit,Normal,73.12,379,Bounty Progressive-Bounty Multi-Entry,USD,,39394,8,100.12,"$27 Sunday Eliminator [Progressive KO], $100K Gtd",1099,68.85
PokerStars,"JOAOFWEBBER",3826174813,9.8,2024-12-01 17:02,2024-12-01 23:26,2809,1.2,H,No Limit,Normal,-22.00,700,Multi-Entry,USD,,23071,8,,"$11 Mini Sunday Fenomeno, $30K Gtd / New Start-Time!",845,
PokerStars,"JOAOFWEBBER",3826174813,9.8,2024-12-01 17:02,2024-12-01 23:26,2809,1.2,H,No Limit,Normal,-22.00,1615,Multi-Entry,USD,,23071,8,,"$11 Mini Sunday Fenomeno, $30K Gtd / New Start-Time!",845,
PokerStars,"JOAOFWEBBER",3827891638,9.8,2024-12-01 15:00,2024-12-01 23:13,1214,1.2,H,No Limit,Normal,-11.00,739,Multi-Entry,USD,,29585,8,,"Bigger $11, $12K Gtd",250,
PartyPoker,"josealdo",398656209,20.0,2024-12-01 16:05,2024-12-01 23:12,1524,2.0,H,No Limit,Normal,-17.00,956,Bounty Multi-Entry,USD,,25656,9,5.0,"The Sunday Carnival: $40,000 Gtd",444,5.0
PokerStars,"JOAOFWEBBER",3826174820,9.8,2024-12-01 18:02,2024-12-01 23:07,2478,1.2,H,No Limit,Turbo,-11.00,1340,Bounty Progressive-Bounty,USD,,18350,8,,"$11 Mini Sunday Cooldown [8-Max, Turbo, Progressive KO], $20K Gtd / New Start-Time!",,
PartyPoker,"josealdo",398658069,20.0,2024-12-01 18:05,2024-12-01 22:39,493,2.0,H,No Limit,Turbo,38.71,21,Bounty Multi-Entry,USD,,16482,7,60.71,"Daily Legends 7-Max Mystery Bounty Turbo: $10K Gtd",196,39.29
PartyPoker,"josealdo",398658069,20.0,2024-12-01 18:05,2024-12-01 22:39,493,2.0,H,No Limit,Turbo,38.71,585,Bounty Multi-Entry,USD,,16482,7,60.71,"Daily Legends 7-Max Mystery Bounty Turbo: $10K Gtd",196,39.29
GGNetwork,"joaofwebber_",176044958,4.97,2024-12-01 13:40,2024-12-01 22:31,8086,0.43,H,No Limit,Normal,38.21,350,Bounty Multi-Entry,USD,,31867,8,43.61,"Bounty Hunters Sunday Special $5.40",2771,
GGNetwork,"joaofwebber_",176035648,9.94,2024-12-01 12:30,2024-12-01 22:26,9785,0.86,H,No Limit,Normal,-36.95,2192,Bounty Multi-Entry,USD,,35772,8,,"Bounty Hunters Sunday Special $10.80",3720,
GGNetwork,"joaofwebber_",176032461,23.0,2024-12-01 12:05,2024-12-01 22:05,3333,2.0,H,No Limit,Normal,-50.00,,Deep-Stack Multi-Entry,USD,,36034,8,,"Mini Grand Prix $25",1051,
PokerStars,"JOAOFWEBBER",3827891794,9.8,2024-12-01 13:30,2024-12-01 22:03,3482,1.2,H,No Limit,Normal,-22.00,1697,Bounty Multi-Entry,USD,,30833,8,,"Bounty Builder $11, $35K Gtd",850,
PokerStars,"JOAOFWEBBER",3827891794,9.8,2024-12-01 13:30,2024-12-01 22:03,3482,1.2,H,No Limit,Normal,-22.00,2064,Bounty Multi-Entry,USD,,30833,8,,"Bounty Builder $11, $35K Gtd",850,
PokerStars,"JOAOFWEBBER",3826174782,30.0,2024-12-01 11:30,2024-12-01 22:02,811,3.0,H,No Limit,Normal,-33.00,203,Multi-Entry,USD,,37934,8,,"The Sunday Marathon $33, $30K Gtd - New Buy-in!",264,
PokerStars,"JOAOFWEBBER",3826174801,4.9,2024-12-01 14:30,2024-12-01 21:54,4844,0.6,H,No Limit,Normal,-5.35,937,Bounty Progressive-Bounty Multi-Entry,USD,,26689,8,0.15,"$5.50 Micro Bounty Builder HR [Progressive KO], $30K Gtd",1878,1.22
PokerStars,"JOAOFWEBBER",3826174801,4.9,2024-12-01 14:30,2024-12-01 21:54,4844,0.6,H,No Limit,Normal,-5.35,4750,Bounty Progressive-Bounty Multi-Entry,USD,,26689,8,0.15,"$5.50 Micro Bounty Builder HR [Progressive KO], $30K Gtd",1878,1.22
PartyPoker,"josealdo",398656411,30.0,2024-12-01 15:05,2024-12-01 21:40,658,3.0,H,No Limit,Normal,0.68,107,Bounty Multi-Entry,USD,,23737,9,33.68,"The Super $33: $20,000 Gtd",143,31.87
PartyPoker,"josealdo",398656411,30.0,2024-12-01 15:05,2024-12-01 21:40,658,3.0,H,No Limit,Normal,0.68,604,Bounty Multi-Entry,USD,,23737,9,33.68,"The Super $33: $20,000 Gtd",143,31.87
GGNetwork,"joaofwebber_",176087596,9.2,2024-12-01 18:45,2024-12-01 21:28,1270,0.8,H,No Limit,Super Turbo,-10.00,,6-Max Multi-Entry,USD,,9784,6,,"Sunday Hyper $10",314,
GGNetwork,"joaofwebber_",176018094,23.0,2024-12-01 10:05,2024-12-01 21:21,2278,2.0,H,No Limit,Normal,-25.00,,Deep-Stack Multi-Entry,USD,,40560,8,,"Sunday Monster Stack $25",678,
PokerStars,"JOAOFWEBBER",3827891405,6.69,2024-12-01 13:00,2024-12-01 21:13,1047,0.81,H,No Limit,Normal,858.05,2,Multi-Entry,USD,,29616,8,865.55,"Bigger $7.50, $6K Gtd",188,
PokerStars,"JOAOFWEBBER",3827891405,6.69,2024-12-01 13:00,2024-12-01 21:13,1047,0.81,H,No Limit,Normal,858.05,755,Multi-Entry,USD,,29616,8,865.55,"Bigger $7.50, $6K Gtd",188,
