Rede, Jogador, ID do Jogo, Stake, Data de Início, Data de Conclusão, Participantes, Rake, Jogo, Estrutura, Velocidade, Resultado (incluindo Rake), Posição, Bandeiras, Moeda, Reentradas/Recompras, Duração, Jogadores por mesa, Prêmio, Nome, Total de Reentradas, Prêmio de Recompensa
iPoker,"MaievShadowsong",1160075180,9.1,2026-04-10 14:00,2026-04-10 20:33,510,0.9,H,No Limit,Normal,-10.00,585,Bounty Deep-Stack Multi-Entry,EUR,,23602,8,,"€5,000 BOUNTY HUNTER",94,
iPoker,"MaievShadowsong",1159369891,27.3,2026-04-10 11:00,2026-04-10 20:04,632,2.7,H,No Limit,Normal,-16.34,378,Bounty Deep-Stack Multi-Entry,EUR,,32693,8,13.66,"€20,000 GTD ELIMINATOR",183,13.66
PartyPoker,"iAGOOO-",419957803,20.0,2026-04-10 14:05,2026-04-10 19:25,346,2.0,H,No Limit,Normal,-22.00,331,Bounty Multi-Entry,USD,,19224,9,,"Daily Legends Predator: $7.5K Gtd",55,
iPoker,"MaievShadowsong",1160063542,13.65,2026-04-10 12:05,2026-04-10 18:50,408,1.35,H,No Limit,Normal,-15.00,205,Deep-Stack Multi-Entry,EUR,,24333,7,,"€6,000 GTD LUCKY SEVEN XL",171,
PartyPoker,"iAGOOO-",419957949,10.0,2026-04-10 13:05,2026-04-10 18:26,455,1.0,H,No Limit,Normal,-8.50,503,Bounty Multi-Entry,USD,,19292,7,2.5,"Daily Legends Terminator: $5K Gtd",78,2.5
iPoker,"MaievShadowsong",1160055140,9.1,2026-04-10 10:30,2026-04-10 17:45,1058,0.9,H,No Limit,Normal,-10.00,786,Bounty Deep-Stack Mystery-Bounty Multi-Entry,EUR,,26118,7,,"€11,000 GTD MYSTERY",524,
PokerStars,"iagomialaret",3988616293,9.8,2026-04-10 09:05,2026-04-10 16:49,478,1.2,H,No Limit,Normal,38.71,16,Multi-Entry,USD,,27841,8,49.71,"$11 Mini Daily Kickoff, $5K Gtd",132,
PartyPoker,"iAGOOO-",419957328,20.0,2026-04-10 12:05,2026-04-10 16:42,200,2.0,H,No Limit,Normal,-22.00,220,Bounty Mystery-Bounty Multi-Entry,USD,,16655,7,,"Daily Legends 6-Max Mystery Bounty: $5K Gtd",49,
iPoker,"MaievShadowsong",1159364956,9.1,2026-04-10 10:00,2026-04-10 15:29,313,0.9,H,No Limit,Normal,11.65,18,Bounty Deep-Stack Multi-Entry,EUR,,19745,8,21.65,"€10 BOUNTY HUNTER PRIME",50,2.28
PartyPoker,"iAGOOO-",419956299,15.0,2026-04-10 11:00,2026-04-10 15:03,153,1.5,H,No Limit,Normal,-16.50,76,Bounty Multi-Entry,USD,,14618,9,,"Bounty Hunter 8-Max: $2K Gtd",13,
PokerStars,"iagomialaret",3990275241,14.7,2026-04-10 08:30,2026-04-10 14:06,382,1.8,H,No Limit,Normal,-12.75,192,Bounty Progressive-Bounty Multi-Entry,USD,,20184,8,3.75,"Bounty Builder $16.50, $7K Gtd",88,3.75
iPoker,"MaievShadowsong",1160043182,13.65,2026-04-10 07:30,2026-04-10 14:02,250,1.35,H,No Limit,Normal,4.43,20,Bounty Deep-Stack Multi-Entry,EUR,,23551,8,19.43,"€3,500 BOUNTY HUNTER",57,10.24
iPoker,"MaievShadowsong",1160043182,13.65,2026-04-10 07:30,2026-04-10 14:02,250,1.35,H,No Limit,Normal,4.43,258,Bounty Deep-Stack Multi-Entry,EUR,,23551,8,19.43,"€3,500 BOUNTY HUNTER",57,10.24
PartyPoker,"iAGOOO-",419956137,30.0,2026-04-10 10:05,2026-04-10 13:51,95,3.0,H,No Limit,Normal,-33.00,93,Bounty Progressive-Bounty Multi-Entry,USD,,13562,7,,"Daily Legends 7-Max PKO: $3K Gtd",12,
PokerStars,"iagomialaret",3990273623,14.7,2026-04-10 10:15,2026-04-10 13:19,200,1.8,H,No Limit,Turbo,-16.50,156,Bounty Progressive-Bounty Multi-Entry,USD,,11064,8,,"Hot $16.50 [Progressive KO], $2.5K Gtd",26,
PartyPoker,"iAGOOO-",419960500,10.0,2026-04-10 09:00,2026-04-10 13:06,145,1.0,H,No Limit,Normal,-11.00,164,Bounty Multi-Entry,USD,,14792,9,,"Bounty Hunter 8-Max: $1.5K Gtd",23,
iPoker,"MaievShadowsong",1159288538,9.1,2026-04-09 17:00,2026-04-10 00:42,535,0.9,H,No Limit,Normal,-10.00,741,Bounty Deep-Stack Multi-Entry,EUR,,27722,7,,"€6,000 GTD ULTRAMINI 7-MAX",320,
PokerStars,"iagomialaret",3988616239,20.0,2026-04-09 14:30,2026-04-09 23:04,1771,2.0,H,No Limit,Normal,-44.00,1950,Bounty Progressive-Bounty Multi-Entry,USD,,30896,8,,"$22 Mini Thursday Thrill [Progressive KO], $40K Gtd",482,
PokerStars,"iagomialaret",3988616239,20.0,2026-04-09 14:30,2026-04-09 23:04,1771,2.0,H,No Limit,Normal,-44.00,2162,Bounty Progressive-Bounty Multi-Entry,USD,,30896,8,,"$22 Mini Thursday Thrill [Progressive KO], $40K Gtd",482,
iPoker,"MaievShadowsong",1158441351,22.75,2026-04-09 14:30,2026-04-09 22:30,451,2.25,H,No Limit,Normal,30.21,47,Deep-Stack Multi-Entry,EUR,,28828,8,55.21,"TFO|€10,000 THURSDAY SPECIAL",186,
iPoker,"MaievShadowsong",1159256471,11.38,2026-04-09 13:00,2026-04-09 22:25,1747,1.12,H,No Limit,Normal,-25.00,688,Bounty Deep-Stack Mystery-Bounty Multi-Entry,EUR,,33923,8,,"€30,000 GTD MYSTERY XL",1249,
iPoker,"MaievShadowsong",1159256471,11.38,2026-04-09 13:00,2026-04-09 22:25,1747,1.12,H,No Limit,Normal,-25.00,1675,Bounty Deep-Stack Mystery-Bounty Multi-Entry,EUR,,33923,8,,"€30,000 GTD MYSTERY XL",1249,
PokerStars,"iagomialaret",3988616249,9.8,2026-04-09 17:02,2026-04-09 22:19,2102,1.2,H,No Limit,Turbo,12.04,68,Bounty Progressive-Bounty Mystery-Bounty Multi-Entry,USD,,19026,8,23.04,"$11 Mini Daily Cooldown [Turbo, Mystery Bounty], $25K Gtd",852,
PokerStars,"iagomialaret",3988616246,9.8,2026-04-09 16:02,2026-04-09 22:17,1118,1.2,H,No Limit,Normal,-11.00,907,Multi-Entry,USD,,22520,8,,"$11 Mini Fenomeno, $12K Gtd",302,
iPoker,"MaievShadowsong",1159277598,13.65,2026-04-09 15:50,2026-04-09 22:10,200,1.35,H,No Limit,Normal,-15.00,63,Deep-Stack Multi-Entry,EUR,,22844,7,,"Lucky Seven [7-Max]",65,
iPoker,"MaievShadowsong",1159259682,9.1,2026-04-09 13:30,2026-04-09 21:29,540,0.9,H,No Limit,Normal,-3.16,111,Bounty Deep-Stack Multi-Entry,EUR,,28758,8,6.84,"€5,000|Thursday Throwdown",94,6.84
iPoker,"MaievShadowsong",1159960468,9.1,2026-04-09 14:00,2026-04-09 20:49,514,0.9,H,No Limit,Normal,-5.44,268,Bounty Deep-Stack Multi-Entry,EUR,,24556,8,4.56,"€5,000 BOUNTY HUNTER",105,4.56
iPoker,"MaievShadowsong",1159253167,22.75,2026-04-09 12:30,2026-04-09 20:24,493,2.25,H,No Limit,Normal,-25.00,441,Bounty Deep-Stack Multi-Entry,EUR,,28452,8,,"€12,500 GTD BOUNTY KING",92,
iPoker,"MaievShadowsong",1159244700,27.3,2026-04-09 11:00,2026-04-09 20:12,627,2.7,H,No Limit,Normal,-30.00,648,Bounty Deep-Stack Multi-Entry,EUR,,33123,8,,"€20,000 GTD ELIMINATOR",195,
PokerStars,"iagomialaret",3990275284,9.8,2026-04-09 12:30,2026-04-09 20:11,1322,1.2,H,No Limit,Normal,-22.00,1360,Bounty Progressive-Bounty Multi-Entry,USD,,27719,8,,"Bounty Builder $11, $15K Gtd",323,
PokerStars,"iagomialaret",3990275284,9.8,2026-04-09 12:30,2026-04-09 20:11,1322,1.2,H,No Limit,Normal,-22.00,1440,Bounty Progressive-Bounty Multi-Entry,USD,,27719,8,,"Bounty Builder $11, $15K Gtd",323,
iPoker,"MaievShadowsong",1159969915,13.65,2026-04-09 15:15,2026-04-09 19:53,212,1.35,H,No Limit,Normal,-15.00,152,Bounty Deep-Stack Multi-Entry,EUR,,16726,8,,"€3,000 GTD BOUNTY HUNTER",25,
PartyPoker,"iAGOOO-",419957806,20.0,2026-04-09 14:05,2026-04-09 19:14,353,2.0,H,No Limit,Normal,-44.00,312,Bounty Multi-Entry,USD,,18548,9,,"Daily Legends Predator: $7.5K Gtd",51,
PartyPoker,"iAGOOO-",419957806,20.0,2026-04-09 14:05,2026-04-09 19:14,353,2.0,H,No Limit,Normal,-44.00,381,Bounty Multi-Entry,USD,,18548,9,,"Daily Legends Predator: $7.5K Gtd",51,
PartyPoker,"iAGOOO-",419957952,10.0,2026-04-09 13:05,2026-04-09 18:54,452,1.0,H,No Limit,Normal,-8.50,119,Bounty Multi-Entry,USD,,20961,7,2.5,"Daily Legends Terminator: $5K Gtd",74,2.5
iPoker,"MaievShadowsong",1159253169,11.38,2026-04-09 12:30,2026-04-09 17:53,279,1.12,H,No Limit,Normal,-12.50,260,Bounty Deep-Stack Multi-Entry,EUR,,19412,8,,"€3,000 GTD Bounty Hunter",38,
PartyPoker,"iAGOOO-",419957122,10.0,2026-04-09 11:30,2026-04-09 16:44,275,1.0,H,No Limit,Normal,-11.00,235,Deep-Stack Multi-Entry,USD,,18890,9,,"Daily Legends 8-Max Deepstack: $3K Gtd",37,
PokerStars,"iagomialaret",3990273644,20.0,2026-04-09 12:15,2026-04-09 15:07,150,2.0,H,No Limit,Turbo,-17.00,92,Bounty Progressive-Bounty Multi-Entry,USD,,10360,8,5.0,"Hot $22 [Progressive KO], $3K Gtd",20,5.0
PokerStars,"iagomialaret",3988616072,20.0,2026-04-07 14:30,2026-04-07 22:54,1036,2.0,H,No Limit,Normal,-22.00,263,Multi-Entry,USD,,30243,8,,"$22 Mini Super Tuesday, $25K Gtd",331,
iPoker,"MaievShadowsong",1159034694,11.38,2026-04-07 13:00,2026-04-07 22:26,1621,1.12,H,No Limit,Normal,-12.50,514,Bounty Deep-Stack Mystery-Bounty Multi-Entry,EUR,,33981,8,,"€25,000 GTD MYSTERY XL",1208,
PokerStars,"iagomialaret",3988616077,9.8,2026-04-07 16:02,2026-04-07 21:51,916,1.2,H,No Limit,Normal,-11.00,491,Multi-Entry,USD,,20984,8,,"$11 Mini Fenomeno, $10K Gtd",244,
iPoker,"MaievShadowsong",1159765673,13.65,2026-04-07 17:30,2026-04-07 21:39,188,1.35,H,No Limit,Normal,-4.77,139,Bounty Deep-Stack Multi-Entry,EUR,,14960,8,10.23,"€2,500 BOUNTY HUNTER",49,10.23
iPoker,"MaievShadowsong",1158441341,22.75,2026-04-07 13:30,2026-04-07 21:30,348,2.25,H,No Limit,Normal,20.45,43,Deep-Stack Multi-Entry,EUR,,28819,8,45.45,"TFO|€10,000 TUESDAY SPECIAL",104,
PokerStars,"iagomialaret",3988619117,14.7,2026-04-07 14:30,2026-04-07 21:22,966,1.8,H,No Limit,Normal,-16.50,814,Bounty Progressive-Bounty Multi-Entry,USD,,24766,8,,"Bounty Builder $16.50, $15K Gtd",169,
iPoker,"MaievShadowsong",1159026802,27.3,2026-04-07 11:30,2026-04-07 20:44,638,2.7,H,No Limit,Normal,-30.00,525,Bounty Deep-Stack Multi-Entry,EUR,,33295,8,,"€20,000 GTD ELIMINATOR",203,
iPoker,"MaievShadowsong",1159736998,9.1,2026-04-07 14:00,2026-04-07 20:42,515,0.9,H,No Limit,Normal,-5.44,264,Bounty Deep-Stack Multi-Entry,EUR,,24138,8,4.56,"€5,000 BOUNTY HUNTER",112,4.56
iPoker,"MaievShadowsong",1159746731,13.65,2026-04-07 15:15,2026-04-07 19:33,211,1.35,H,No Limit,Normal,-15.00,213,Bounty Deep-Stack Multi-Entry,EUR,,15528,8,,"€3,000 GTD BOUNTY HUNTER",19,
PartyPoker,"iAGOOO-",419957802,20.0,2026-04-07 14:05,2026-04-07 19:26,315,2.0,H,No Limit,Normal,-22.00,138,Bounty Multi-Entry,USD,,19294,9,,"Daily Legends Predator: $6K Gtd",48,
PokerStars,"iagomialaret",3988617774,9.8,2026-04-07 14:15,2026-04-07 17:49,386,1.2,H,No Limit,Turbo,-22.00,354,Bounty Progressive-Bounty Multi-Entry,USD,,12895,8,,"Hot $11 [Progressive KO], $4K Gtd",48,
PokerStars,"iagomialaret",3988617774,9.8,2026-04-07 14:15,2026-04-07 17:49,386,1.2,H,No Limit,Turbo,-22.00,392,Bounty Progressive-Bounty Multi-Entry,USD,,12895,8,,"Hot $11 [Progressive KO], $4K Gtd",48,
iPoker,"MaievShadowsong",1158925181,11.38,2026-04-06 13:00,2026-04-06 22:21,1930,1.12,H,No Limit,Normal,-12.50,1621,Bounty Deep-Stack Mystery-Bounty Multi-Entry,EUR,,33704,8,,"€30,000 GTD MYSTERY XL",1541,
iPoker,"MaievShadowsong",1158954141,9.1,2026-04-06 17:00,2026-04-06 22:06,211,0.9,H,No Limit,Normal,-10.00,80,Deep-Stack Multi-Entry,EUR,,18418,7,,"Lucky Seven Turbo",70,
iPoker,"MaievShadowsong",1159653153,13.65,2026-04-06 17:30,2026-04-06 22:04,213,1.35,H,No Limit,Normal,2.48,36,Bounty Deep-Stack Multi-Entry,EUR,,16468,8,17.48,"€2,500 BOUNTY HUNTER",40,17.48
PokerStars,"iagomialaret",3988619115,14.7,2026-04-06 14:30,2026-04-06 22:00,1085,1.8,H,No Limit,Normal,-16.50,555,Bounty Progressive-Bounty Multi-Entry,USD,,27021,8,,"Bounty Builder $16.50, $15K Gtd",168,
PokerStars,"iagomialaret",3988615989,9.8,2026-04-06 16:02,2026-04-06 21:47,1191,1.2,H,No Limit,Normal,-11.00,836,Multi-Entry,USD,,20737,8,,"$11 Mini Fenomeno, $10K Gtd",322,
iPoker,"MaievShadowsong",1159626890,9.1,2026-04-06 14:00,2026-04-06 21:03,632,0.9,H,No Limit,Normal,-0.88,108,Bounty Deep-Stack Multi-Entry,EUR,,25383,8,9.12,"€5,000 BOUNTY HUNTER",145,9.12
iPoker,"MaievShadowsong",1158441457,22.75,2026-04-06 12:30,2026-04-06 20:07,275,2.25,H,No Limit,Normal,-25.00,230,Deep-Stack Multi-Entry,EUR,,27436,8,,"TFO|€10,000 MONDAY SPECIAL",106,
PartyPoker,"iAGOOO-",419957804,20.0,2026-04-06 14:05,2026-04-06 19:34,404,2.0,H,No Limit,Normal,26.31,46,Bounty Multi-Entry,USD,,19785,9,48.31,"Daily Legends Predator: $7.5K Gtd",52,22.5
iPoker,"MaievShadowsong",1158915047,27.3,2026-04-06 11:00,2026-04-06 19:26,649,2.7,H,No Limit,Normal,31.78,116,Bounty Deep-Stack Multi-Entry,EUR,,30371,8,61.78,"€20,000 GTD ELIMINATOR",194,27.32
PokerStars,"iagomialaret",3988617803,20.0,2026-04-06 16:15,2026-04-06 19:20,364,2.0,H,No Limit,Turbo,-7.00,101,Bounty Progressive-Bounty Multi-Entry,USD,,11102,8,15.0,"Hot $22 [Progressive KO], $7K Gtd",40,15.0
iPoker,"MaievShadowsong",1159615552,13.65,2026-04-06 12:05,2026-04-06 18:48,525,1.35,H,No Limit,Normal,-15.00,87,Deep-Stack Multi-Entry,EUR,,24179,7,,"€6,000 GTD LUCKY SEVEN XL",202,
PartyPoker,"iAGOOO-",419957950,10.0,2026-04-06 13:05,2026-04-06 18:28,506,1.0,H,No Limit,Normal,-3.50,150,Bounty Multi-Entry,USD,,19381,7,7.5,"Daily Legends Terminator: $5K Gtd",97,7.5
iPoker,"MaievShadowsong",1158906469,18.2,2026-04-06 09:00,2026-04-06 17:37,504,1.8,H,No Limit,Normal,-20.00,582,Bounty Deep-Stack Multi-Entry,EUR,,31060,8,,"€10,000 GTD 8-MAX",216,
iPoker,"MaievShadowsong",1158912839,22.75,2026-04-06 10:30,2026-04-06 17:19,431,2.25,H,No Limit,Normal,-25.00,377,Bounty Deep-Stack Multi-Entry,EUR,,24550,8,,"€10,000 GTD SUPER XL",109,
PartyPoker,"iAGOOO-",419957120,10.0,2026-04-06 11:30,2026-04-06 16:27,291,1.0,H,No Limit,Normal,-11.00,136,Deep-Stack Multi-Entry,USD,,17859,9,,"Daily Legends 8-Max Deepstack: $3K Gtd",43,
PokerStars,"iagomialaret",3988617739,20.0,2026-04-06 12:15,2026-04-06 15:30,171,2.0,H,No Limit,Turbo,26.97,21,Bounty Progressive-Bounty Multi-Entry,USD,,11732,8,48.97,"Hot $22 [Progressive KO], $3K Gtd",15,27.5
PokerStars,"iagomialaret",3988297730,20.0,2026-04-05 17:30,2026-04-06 00:39,856,2.0,H,No Limit,Normal,-22.00,920,Bounty Progressive-Bounty Multi-Entry,USD,,25774,8,,"Bounty Builder $22, $15K Gtd",153,
PokerStars,"iagomialaret",3988296063,20.0,2026-04-05 19:15,2026-04-05 22:27,248,2.0,H,No Limit,Turbo,-44.00,147,Bounty Progressive-Bounty Multi-Entry,USD,,11539,8,,"Hotter $22 [Progressive KO], $4K Gtd",31,
PokerStars,"iagomialaret",3988296063,20.0,2026-04-05 19:15,2026-04-05 22:27,248,2.0,H,No Limit,Turbo,-44.00,254,Bounty Progressive-Bounty Multi-Entry,USD,,11539,8,,"Hotter $22 [Progressive KO], $4K Gtd",31,
iPoker,"MaievShadowsong",1158818332,11.38,2026-04-05 13:00,2026-04-05 22:26,2500,1.12,H,No Limit,Normal,-12.50,1260,Bounty Deep-Stack Mystery-Bounty Multi-Entry,EUR,,33982,8,,"€40,000 GTD MYSTERY XL",1876,
PokerStars,"iagomialaret",3986897965,9.8,2026-04-05 16:02,2026-04-05 22:20,2003,1.2,H,No Limit,Normal,-11.00,1372,Multi-Entry,USD,,22711,8,,"$11 Mini Sunday Fenomeno, $20K Gtd",566,
PartyPoker,"iAGOOO-",419826958,20.0,2026-04-05 15:05,2026-04-05 22:05,1287,2.0,H,No Limit,Normal,36.79,77,Bounty Multi-Entry,USD,,25246,9,58.79,"The Sunday Carnival: $25,000 Gtd",300,25.62
iPoker,"MaievShadowsong",1158814954,22.75,2026-04-05 12:30,2026-04-05 22:02,1036,2.25,H,No Limit,Normal,-2.24,430,Bounty Deep-Stack Multi-Entry,EUR,,34357,8,22.76,"€30,000 GTD BOUNTY KING",341,22.76
PokerStars,"iagomialaret",3986897944,24.55,2026-04-05 11:30,2026-04-05 21:52,2506,2.45,H,No Limit,Normal,-27.00,1907,Bounty Progressive-Bounty Multi-Entry,USD,,37327,8,,"$27 Sunday Eliminator [Progressive KO], $80K Gtd",618,
PartyPoker,"iAGOOO-",419825853,20.0,2026-04-05 18:00,2026-04-05 21:48,100,2.0,H,No Limit,Normal,-17.00,49,Bounty Multi-Entry,USD,,13732,7,5.0,"Bounty Hunter 7-Max: $1.5K Gtd",13,5.0
iPoker,"MaievShadowsong",1159540378,13.65,2026-04-05 17:30,2026-04-05 21:47,255,1.35,H,No Limit,Normal,-15.00,40,Bounty Deep-Stack Multi-Entry,EUR,,15423,8,,"€2,500 BOUNTY HUNTER",68,
iPoker,"MaievShadowsong",1152440909,18.2,2026-04-05 12:00,2026-04-05 21:36,779,1.8,H,No Limit,Normal,17.30,84,Deep-Stack Multi-Entry,EUR,,34611,8,37.3,"VC 09|SUNDAY SLAM €20,000 GTD",341,
iPoker,"MaievShadowsong",1159513443,9.1,2026-04-05 14:00,2026-04-05 21:01,696,0.9,H,No Limit,Normal,-0.33,102,Bounty Deep-Stack Multi-Entry,EUR,,25261,8,9.67,"€5,000 BOUNTY HUNTER",150,9.67
PokerStars,"iagomialaret",3988295998,20.0,2026-04-05 16:15,2026-04-05 19:50,536,2.0,H,No Limit,Turbo,-17.00,357,Bounty Progressive-Bounty Multi-Entry,USD,,12930,8,5.0,"Hotter $22 [Progressive KO], $10K Gtd",71,5.0
PokerStars,"iagomialaret",3986897945,20.0,2026-04-05 12:05,2026-04-05 19:35,1376,2.0,H,No Limit,Normal,21.95,240,Multi-Entry,USD,,27009,8,43.95,"$22 Mini Sunday Warm-Up, $40K Gtd",396,
iPoker,"MaievShadowsong",1159522686,13.65,2026-04-05 15:15,2026-04-05 19:32,257,1.35,H,No Limit,Normal,-4.77,55,Bounty Deep-Stack Multi-Entry,EUR,,15428,8,10.23,"€3,000 GTD BOUNTY HUNTER",38,10.23
iPoker,"MaievShadowsong",1158806783,27.3,2026-04-05 11:00,2026-04-05 18:18,870,2.7,H,No Limit,Normal,-30.00,281,Bounty Deep-Stack Multi-Entry,EUR,,26305,8,,"€30,000 GTD SUNDAY ELIMINATOR",190,
GGNetwork,"CashinAintEasy",272476347,13.8,2026-03-30 15:05,2026-03-31 01:52,4603,1.2,H,No Limit,Normal,-15.00,,Deep-Stack Multi-Entry,USD,,38826,8,,"WSOP-SC: $15 Mini Monday Monster Stack",1913,
GGNetwork,"CashinAintEasy",273463708,23.0,2026-03-30 16:00,2026-03-31 01:07,2360,2.0,H,No Limit,Normal,25.52,161,Bounty,USD,,32847,8,50.52,"GGMasters Bounty $25, $50K GTD",,
GGNetwork,"CashinAintEasy",273478325,16.35,2026-03-30 17:05,2026-03-30 23:45,1128,1.42,H,No Limit,Turbo,-17.77,,Deep-Stack Multi-Entry,USD,,24043,7,,"Mini LUCKY SEVENS Superstack Turbo $17.77 [7-Max]",313,
GGNetwork,"CashinAintEasy",273443073,19.87,2026-03-30 14:30,2026-03-30 23:45,3541,1.73,H,No Limit,Normal,-21.60,,Bounty Deep-Stack Multi-Entry,USD,,33324,8,,"Bounty Hunters Big Game $21.60",986,
GGNetwork,"CashinAintEasy",272476324,49.68,2026-03-30 13:30,2026-03-30 23:26,5239,4.32,H,No Limit,Normal,-35.25,1085,Bounty Deep-Stack Multi-Entry,USD,,35782,8,18.75,"WSOP-SC: $54 Bounty Hunters Circuit Edition",2448,
PokerStars,"iagomialaret",3986897435,9.8,2026-03-30 16:02,2026-03-30 22:17,1073,1.2,H,No Limit,Normal,-11.00,925,Multi-Entry,USD,,22514,8,,"$11 Mini Fenomeno, $10K Gtd",321,
GGNetwork,"CashinAintEasy",273424216,9.2,2026-03-30 13:05,2026-03-30 22:04,1708,0.8,H,No Limit,Normal,40.67,53,Multi-Entry,USD,,32389,8,50.67,"Daily Special $10",500,
PokerStars,"iagomialaret",3986899774,14.7,2026-03-30 14:30,2026-03-30 21:49,988,1.8,H,No Limit,Normal,-9.00,311,Bounty Progressive-Bounty Multi-Entry,USD,,26364,8,7.5,"Bounty Builder $16.50, $15K Gtd",154,7.5
GGNetwork,"CashinAintEasy",273411306,23.0,2026-03-30 12:00,2026-03-30 21:33,4819,2.0,H,No Limit,Normal,-25.00,1119,Bounty,USD,,34431,8,,"GGMasters Bounty Warm-Up $25, $100K GTD",,
GGNetwork,"CashinAintEasy",273449946,9.2,2026-03-30 15:00,2026-03-30 21:23,516,0.8,H,No Limit,Normal,-10.00,,Multi-Entry,USD,,23021,8,,"Daily Big $10",100,
iPoker,"MaievShadowsong",1158825018,9.1,2026-03-30 14:00,2026-03-30 21:19,585,0.9,H,No Limit,Normal,-10.00,580,Bounty Deep-Stack Multi-Entry,EUR,,26351,8,,"€5,000 BOUNTY HUNTER",129,
GGNetwork,"CashinAintEasy",273417062,13.8,2026-03-30 12:30,2026-03-30 20:56,3469,1.2,H,No Limit,Normal,-11.50,1635,Bounty Multi-Entry,USD,,30363,8,3.5,"Bounty Hunters Special $15",958,
PokerStars,"iagomialaret",3986897418,24.55,2026-03-30 11:30,2026-03-30 20:47,996,2.45,H,No Limit,Normal,6.66,371,Bounty Progressive-Bounty Multi-Entry,USD,,33448,8,33.66,"$27 Daily Eliminator [Progressive KO], $30K Gtd",244,33.66
PokerStars,"iagomialaret",3986898536,20.0,2026-03-30 16:15,2026-03-30 19:48,364,2.0,H,No Limit,Turbo,-22.00,283,Bounty Progressive-Bounty Multi-Entry,USD,,12801,8,,"Hot $22 [Progressive KO], $8K Gtd",38,
PokerStars,"iagomialaret",3986899753,9.8,2026-03-30 12:30,2026-03-30 19:42,1327,1.2,H,No Limit,Normal,-11.00,1022,Bounty Progressive-Bounty Multi-Entry,USD,,25977,8,,"Bounty Builder $11, $15K Gtd",303,
iPoker,"MaievShadowsong",1158124170,27.3,2026-03-30 11:00,2026-03-30 19:40,584,2.7,H,No Limit,Normal,-30.00,386,Bounty Deep-Stack Multi-Entry,EUR,,31211,8,,"€20,000 GTD ELIMINATOR",155,
GGNetwork,"CashinAintEasy",273388483,23.0,2026-03-30 10:00,2026-03-30 19:11,2193,2.0,H,No Limit,Normal,-25.00,1085,Deep-Stack,USD,,33100,8,,"GGMasters Double Stack $25, $40K GTD",,
PartyPoker,"iAGOOO-",419827792,20.0,2026-03-30 14:05,2026-03-30 19:09,349,2.0,H,No Limit,Normal,32.14,25,Bounty Multi-Entry,USD,,18262,9,54.14,"Daily Legends Predator: $7.5K Gtd",37,22.5
WPN,"CashinAintEasy",34777229,25.0,2026-03-30 11:45,2026-03-30 19:04,617,2.5,H,No Limit,Normal,-27.50,584,Bounty Progressive-Bounty Multi-Entry,USD,,26387,8,,"Must Play Mondays PKO - $20,000 GTD",188,
WPN,"CashinAintEasy",34783992,15.0,2026-03-30 11:15,2026-03-30 18:35,480,1.5,H,No Limit,Normal,-16.50,463,Multi-Entry,USD,,26424,8,,"$10,000 GTD",207,
iPoker,"MaievShadowsong",1158121609,22.75,2026-03-30 10:30,2026-03-30 17:31,346,2.25,H,No Limit,Normal,62.50,20,Bounty Deep-Stack Multi-Entry,EUR,,25282,8,87.5,"€10,000 GTD SUPER XL",78,36.99
PokerStars,"iagomialaret",3986372740,20.0,2026-03-29 14:00,2026-03-30 15:51,3876,2.0,H,No Limit,Normal,-17.00,2998,Bounty Progressive-Bounty Multi-Entry,USD,,93088,8,5.0,"$22 Mini Sunday Million, $80K Gtd - Progressive KO - 2-Day Event",1035,5.0
GGNetwork,"CashinAintEasy",273219518,138.0,2026-03-29 14:00,2026-03-30 15:23,7930,12.0,H,No Limit,Normal,-150.00,3840,,USD,,91407,8,,"GGMasters $150, $1M GTD [2-Day Event]",,
GGNetwork,"CashinAintEasy",273231523,13.8,2026-03-29 15:00,2026-03-30 01:52,6589,1.2,H,No Limit,Normal,-15.00,,Multi-Entry,USD,,39134,8,,"Sunday Hundred Grand $15, $100K GTD",2105,
GGNetwork,"CashinAintEasy",272476254,99.36,2026-03-29 15:30,2026-03-30 01:20,2878,8.64,H,No Limit,Normal,-108.00,2708,Bounty,USD,,35417,8,,"WSOP-SC: $108 Bounty Hunters Circuit Freezeout",,
GGNetwork,"CashinAintEasy",273249318,29.44,2026-03-29 16:30,2026-03-30 01:14,3052,2.56,H,No Limit,Normal,14.87,474,Bounty Multi-Entry,USD,,31479,8,46.87,"Sunday Bounty King $32",731,
GGNetwork,"CashinAintEasy",272476255,13.8,2026-03-29 15:30,2026-03-30 00:45,10084,1.2,H,No Limit,Normal,-15.00,6552,Bounty,USD,,33342,8,,"WSOP-SC: $15 Bounty Hunters Circuit Freezeout",,
GGNetwork,"CashinAintEasy",272476239,49.68,2026-03-29 13:30,2026-03-30 00:32,14814,4.32,H,No Limit,Normal,-54.00,,Bounty Deep-Stack Multi-Entry,USD,,39739,8,,"WSOP-SC: $54 Bounty Hunters Sunday Main Event, $1M GTD",8317,
GGNetwork,"CashinAintEasy",273225331,19.87,2026-03-29 14:30,2026-03-29 23:53,7826,1.73,H,No Limit,Normal,-21.60,,Bounty Deep-Stack Multi-Entry,USD,,33826,8,,"Bounty Hunters Sunday Big Game $21.60",2346,
