Rede, Jogador, ID do Jogo, Stake, Data de Início, Data de Conclusão, Participantes, Rake, Jogo, Estrutura, Velocidade, Resultado (incluindo Rake), Posição, Bandeiras, Moeda, Reentradas/Recompras, Duração, Jogadores por mesa, Prêmio, Nome, Total de Reentradas, Prêmio de Recompensa
GGNetwork,"Bittar2025",258198994,23.0,2026-02-03 12:00,2026-02-03 22:14,6290,2.0,H,No Limit,Normal,-25.00,5591,Bounty,USD,,36863,8,,"$25 GGMasters Bounty Warm-Up Special",,
PokerStars,"Mr.Bittar",3970439997,24.55,2026-02-03 12:30,2026-02-03 21:13,967,2.45,H,No Limit,Normal,8.12,178,Bounty Progressive-Bounty Multi-Entry,USD,,31392,8,35.12,"$27 Daily Eliminator [Progressive KO], $25K Gtd",214,12.24
GGNetwork,"Bittar2025",260959466,9.94,2026-02-03 17:45,2026-02-03 21:11,1864,0.86,H,No Limit,Normal,-10.80,,6-Max Bounty Multi-Entry,USD,,12373,6,,"Bounty Hunters Hyper Special $10.80",562,
PokerStars,"Mr.Bittar",3970444229,9.8,2026-02-03 13:30,2026-02-03 21:06,1466,1.2,H,No Limit,Normal,-11.00,1276,Bounty Progressive-Bounty Multi-Entry,USD,,27409,8,,"Bounty Builder $11, $15K Gtd",319,
GGNetwork,"Bittar2025",260894467,13.8,2026-02-03 12:30,2026-02-03 20:50,3996,1.2,H,No Limit,Normal,-8.00,2751,Bounty Multi-Entry,USD,,30017,8,7.0,"Bounty Hunters Special $15",1210,
GGNetwork,"Bittar2025",260895373,40.48,2026-02-03 12:35,2026-02-03 20:48,1617,3.52,H,No Limit,Normal,4059.28,3,Bounty Deep-Stack Multi-Entry,USD,,29621,8,4103.28,"Bounty Hunters Forty Stack $44",486,
GGNetwork,"Bittar2025",260915517,8.17,2026-02-03 14:15,2026-02-03 20:43,3490,0.71,H,No Limit,Turbo,-8.88,,Bounty Deep-Stack Multi-Entry,USD,,23313,8,,"Bounty Hunters Deepstack Turbo $8.88",963,
GGNetwork,"Bittar2025",260946988,19.87,2026-02-03 16:45,2026-02-03 20:01,1385,1.73,H,No Limit,Normal,5.90,295,6-Max Bounty Multi-Entry,USD,,11812,6,27.5,"Bounty Hunters Hyper Special $21.60",397,
GGNetwork,"Bittar2025",258198993,23.0,2026-02-03 10:00,2026-02-03 19:45,3084,2.0,H,No Limit,Normal,-25.00,1210,Deep-Stack,USD,,35116,8,,"$25 GGMasters Double Stack Special",,
GGNetwork,"Bittar2025",260880006,49.68,2026-02-03 11:05,2026-02-03 19:28,1110,4.32,H,No Limit,Normal,-41.50,823,Bounty Deep-Stack Multi-Entry,USD,,30194,8,12.5,"Bounty Hunters Fifty Stack $54",340,
GGNetwork,"Bittar2025",260934511,18.4,2026-02-03 15:45,2026-02-03 19:08,1123,1.6,H,No Limit,Super Turbo,-40.00,,6-Max Multi-Entry,USD,,12189,6,,"Daily Hypersonic $20",409,
PokerStars,"Mr.Bittar",3970444235,40.0,2026-02-03 13:30,2026-02-03 19:00,275,4.0,H,No Limit,Normal,-34.00,88,Bounty Progressive-Bounty Multi-Entry,USD,,19824,8,10.0,"Bounty Builder $44, $12K Gtd",53,10.0
GGNetwork,"Bittar2025",260902682,29.44,2026-02-03 13:15,2026-02-03 18:42,961,2.56,H,No Limit,Turbo,49.86,99,Bounty Deep-Stack Multi-Entry,USD,,19636,8,81.86,"Bounty Hunters Deepstack Turbo $32",192,
GGNetwork,"Bittar2025",260891824,19.87,2026-02-03 12:15,2026-02-03 18:27,1426,1.73,H,No Limit,Turbo,-16.60,1043,Bounty Deep-Stack Multi-Entry,USD,,22361,8,5.0,"Bounty Hunters Deepstack Turbo $21.60",268,
GGNetwork,"Bittar2025",260908491,8.17,2026-02-03 13:45,2026-02-03 17:23,1451,0.71,H,No Limit,Super Turbo,-17.76,,Multi-Entry,USD,,13120,8,,"Daily Hyper Special $8.88 [8-Max]",382,
GGNetwork,"Bittar2025",260881686,29.44,2026-02-03 11:15,2026-02-03 16:51,649,2.56,H,No Limit,Turbo,-32.00,,Bounty Deep-Stack Multi-Entry,USD,,20169,8,,"Bounty Hunters Deepstack Turbo $32",122,
GGNetwork,"Bittar2025",260886611,13.8,2026-02-03 11:45,2026-02-03 15:09,920,1.2,H,No Limit,Super Turbo,37.38,69,6-Max Multi-Entry,USD,,12258,6,52.38,"Daily Hypersonic $15",323,
GGNetwork,"Bittar2025",262201799,13.8,2026-02-03 12:30,2026-02-03 14:32,155,1.2,H,No Limit,Normal,-15.00,,Satellite Multi-Entry,USD,,7342,8,,"$15 Satellite to $150 GGMasters $10M GTD [Europe], 20 Seats",30,
GGNetwork,"Bittar2025",262201810,9.2,2026-02-03 12:45,2026-02-03 14:24,85,0.8,H,No Limit,Normal,-10.00,,Satellite Multi-Entry,USD,,5983,8,,"$10 Satellite to $150 GGMasters $10M GTD [Europe], 7 Seats",12,
GGNetwork,"Bittar2025",260736036,49.68,2026-02-02 17:30,2026-02-03 01:19,671,4.32,H,No Limit,Normal,-54.00,,Bounty Deep-Stack Multi-Entry,USD,,28162,8,,"Bounty Hunters Encore $54",142,
GGNetwork,"Bittar2025",258198982,23.0,2026-02-02 16:00,2026-02-03 01:11,4434,2.0,H,No Limit,Normal,-25.00,3717,Bounty,USD,,33072,8,,"$25 GGMasters Bounty Special",,
GGNetwork,"Bittar2025",260707597,9.94,2026-02-02 15:30,2026-02-03 01:05,3468,0.86,H,No Limit,Normal,-10.80,,Bounty Multi-Entry,USD,,34540,8,,"Bounty Hunters 30 Grand $10.80",1083,
PokerStars,"Mr.Bittar",3969272752,9.8,2026-02-02 18:05,2026-02-03 00:20,3980,1.2,H,No Limit,Turbo,-11.00,1362,Bounty Progressive-Bounty Mystery-Bounty Multi-Entry,USD,,22550,8,,"SCOOP Warm-Up 11-L: $11 NLHE [Turbo, Mystery Bounty], $40K Gtd",2252,
GGNetwork,"Bittar2025",260721877,29.44,2026-02-02 16:30,2026-02-03 00:15,1374,2.56,H,No Limit,Normal,-32.00,,Bounty Multi-Entry,USD,,27945,8,,"Bounty King $32",331,
GGNetwork,"Bittar2025",258198981,23.0,2026-02-02 14:00,2026-02-03 00:02,3587,2.0,H,No Limit,Normal,14.17,502,,USD,,36170,8,39.17,"$25 GGMasters Classic Special",,
GGNetwork,"Bittar2025",260730369,16.35,2026-02-02 17:05,2026-02-02 23:52,1640,1.42,H,No Limit,Turbo,-17.77,,Deep-Stack Multi-Entry,USD,,24441,7,,"Mini LUCKY SEVENS Superstack Turbo $17.77 [7-Max]",543,
GGNetwork,"Bittar2025",258198983,23.0,2026-02-02 18:00,2026-02-02 23:47,3207,2.0,H,No Limit,Turbo,-25.00,1864,Bounty,USD,,20842,8,,"$25 GGMasters Bounty Turbo Special",,
GGNetwork,"Bittar2025",260715814,50.6,2026-02-02 16:05,2026-02-02 23:46,535,4.4,H,No Limit,Normal,-55.00,,Deep-Stack Multi-Entry,USD,,27666,8,,"Fifty Stack $55",135,
GGNetwork,"Bittar2025",260693806,19.87,2026-02-02 14:30,2026-02-02 23:30,4419,1.73,H,No Limit,Normal,-8.20,835,Bounty Deep-Stack Multi-Entry,USD,,32421,8,13.4,"Bounty Hunters Big Game $21.60",1443,
GGNetwork,"Bittar2025",260680109,49.68,2026-02-02 13:30,2026-02-02 23:08,4666,4.32,H,No Limit,Normal,-41.50,2985,Bounty Deep-Stack Multi-Entry,USD,,34728,8,12.5,"Bounty Hunters Daily Main $54",2373,
PokerStars,"Mr.Bittar",3969272746,9.8,2026-02-02 15:30,2026-02-02 23:05,3198,1.2,H,No Limit,Normal,-11.00,2466,Multi-Entry,USD,,27314,8,,"SCOOP Warm-Up 09-L: $11 NLHE, $35K Gtd",1287,
PokerStars,"Mr.Bittar",3969272743,50.0,2026-02-02 14:30,2026-02-02 22:53,1943,5.0,H,No Limit,Normal,125.92,50,Bounty Progressive-Bounty Multi-Entry,USD,,30238,8,180.92,"SCOOP Warm-Up 08-M: $55 NLHE [Progressive KO, Mini Bounty Builder HR], $100K Gtd",724,59.37
GGNetwork,"Bittar2025",260701880,13.8,2026-02-02 15:05,2026-02-02 22:46,2447,1.2,H,No Limit,Normal,-30.00,,Deep-Stack Multi-Entry,USD,,27703,8,,"Mini Monday Monster Stack $15",766,
GGNetwork,"Bittar2025",258198980,23.0,2026-02-02 12:00,2026-02-02 22:44,6525,2.0,H,No Limit,Normal,-25.00,4934,Bounty,USD,,38672,8,,"$25 GGMasters Bounty Warm-Up Special",,
GGNetwork,"Bittar2025",260752974,18.4,2026-02-02 18:45,2026-02-02 22:07,1064,1.6,H,No Limit,Super Turbo,-20.00,,6-Max Multi-Entry,USD,,12157,6,,"Daily Hypersonic $20",316,
GGNetwork,"Bittar2025",260666955,13.8,2026-02-02 12:30,2026-02-02 21:44,4157,1.2,H,No Limit,Normal,-23.00,2856,Bounty Multi-Entry,USD,,33271,8,,"Bounty Hunters Special $15",1242,
PokerStars,"Mr.Bittar",3970439922,24.55,2026-02-02 12:30,2026-02-02 21:34,1034,2.45,H,No Limit,Normal,-47.88,897,Bounty Progressive-Bounty Multi-Entry,USD,,32692,8,,"$27 Daily Eliminator [Progressive KO], $30K Gtd",241,6.12
PokerStars,"Mr.Bittar",3970439922,24.55,2026-02-02 12:30,2026-02-02 21:34,1034,2.45,H,No Limit,Normal,-47.88,1235,Bounty Progressive-Bounty Multi-Entry,USD,,32692,8,,"$27 Daily Eliminator [Progressive KO], $30K Gtd",241,6.12
GGNetwork,"Bittar2025",260667989,40.48,2026-02-02 12:35,2026-02-02 21:15,1832,3.52,H,No Limit,Normal,-44.00,,Bounty Deep-Stack Multi-Entry,USD,,31244,8,,"Bounty Hunters Forty Stack $44",540,
PokerStars,"Mr.Bittar",3970439948,52.38,2026-02-02 19:02,2026-02-02 21:14,312,2.62,H,No Limit,Super Turbo,-55.00,292,6-Max Multi-Entry,USD,,7943,6,,"$55 Daily Supersonic [6-Max, Hyper-Turbo], $18K Gtd",86,
GGNetwork,"Bittar2025",260704169,49.68,2026-02-02 15:15,2026-02-02 21:09,1079,4.32,H,No Limit,Turbo,-54.00,,Bounty Deep-Stack Multi-Entry,USD,,21264,8,,"Bounty Hunters Deepstack Turbo $54",201,
GGNetwork,"Bittar2025",258198976,23.0,2026-02-02 10:00,2026-02-02 21:06,3195,2.0,H,No Limit,Normal,-25.00,780,Deep-Stack,USD,,39964,8,,"$25 GGMasters Double Stack Special",,
GGNetwork,"Bittar2025",260739416,9.94,2026-02-02 17:45,2026-02-02 21:05,1876,0.86,H,No Limit,Normal,-10.80,,6-Max Bounty Multi-Entry,USD,,12012,6,,"Bounty Hunters Hyper Special $10.80",582,
PokerStars,"Mr.Bittar",3970444227,9.8,2026-02-02 13:30,2026-02-02 21:01,1535,1.2,H,No Limit,Normal,23.95,182,Bounty Progressive-Bounty Multi-Entry,USD,,27062,8,34.95,"Bounty Builder $11, $15K Gtd",356,22.5
iPoker,"KellySeveride",1151496918,27.3,2026-02-02 12:00,2026-02-02 20:41,715,2.7,H,No Limit,Normal,-9.51,405,Bounty Deep-Stack Multi-Entry,EUR,,31295,8,20.49,"€20,000 GTD ELIMINATOR",245,20.49
GGNetwork,"Bittar2025",260650011,49.68,2026-02-02 11:05,2026-02-02 20:06,1211,4.32,H,No Limit,Normal,-54.00,,Bounty Deep-Stack Multi-Entry,USD,,32498,8,,"Bounty Hunters Fifty Stack $54",357,
GGNetwork,"Bittar2025",260725547,19.87,2026-02-02 16:45,2026-02-02 19:54,1394,1.73,H,No Limit,Normal,-21.60,,6-Max Bounty Multi-Entry,USD,,11374,6,,"Bounty Hunters Hyper Special $21.60",422,
PokerStars,"Mr.Bittar",3970444232,40.0,2026-02-02 13:30,2026-02-02 19:33,293,4.0,H,No Limit,Normal,-34.00,247,Bounty Progressive-Bounty Multi-Entry,USD,,21787,8,10.0,"Bounty Builder $44, $12K Gtd",41,10.0
PokerStars,"Mr.Bittar",3969272733,100.0,2026-02-01 15:05,2026-02-02 19:32,4973,9.0,H,No Limit,Normal,435.18,480,Bounty Progressive-Bounty Multi-Entry,USD,,102467,8,544.18,"SCOOP Warm-Up 04-L: $109 NLHE [Sunday Special]- Progressive KO - 2-Day Event, $500K Gtd",1662,418.75
GGNetwork,"Bittar2025",260676688,29.44,2026-02-02 13:15,2026-02-02 19:26,1008,2.56,H,No Limit,Turbo,-32.00,,Bounty Deep-Stack Multi-Entry,USD,,22308,8,,"Bounty Hunters Deepstack Turbo $32",188,
GGNetwork,"Bittar2025",260663805,19.87,2026-02-02 12:15,2026-02-02 18:04,1405,1.73,H,No Limit,Turbo,1761.95,5,Bounty Deep-Stack Multi-Entry,USD,,20963,8,1783.55,"Bounty Hunters Deepstack Turbo $21.60",313,
GGNetwork,"Bittar2025",260657841,13.8,2026-02-02 11:45,2026-02-02 15:21,959,1.2,H,No Limit,Super Turbo,-30.00,,6-Max Multi-Entry,USD,,12984,6,,"Daily Hypersonic $15",334,
GGNetwork,"Bittar2025",261067581,99.36,2026-02-01 17:00,2026-02-02 02:17,5797,8.64,H,No Limit,Normal,-108.00,,Bounty Mystery-Bounty Multi-Entry,USD,,33425,8,,"Sunday Showdown $108, $500K GTD [Mystery Bounty]",3303,
GGNetwork,"Bittar2025",260465788,13.8,2026-02-01 15:00,2026-02-02 02:07,8375,1.2,H,No Limit,Normal,-15.00,,Multi-Entry,USD,,40032,8,,"Sunday Hundred Grand $15, $100K GTD",3065,
GGNetwork,"Bittar2025",260471845,99.36,2026-02-01 15:30,2026-02-02 01:15,1833,8.64,H,No Limit,Normal,-58.00,1079,Bounty Multi-Entry,USD,,35140,8,50.0,"Bounty Hunters Hundred Grand $108",494,
GGNetwork,"Bittar2025",260479080,23.0,2026-02-01 16:05,2026-02-02 01:03,3818,2.0,H,No Limit,Normal,12.72,267,Deep-Stack Multi-Entry,USD,,32299,8,37.72,"Sunday Mini Main $25",1333,
PokerStars,"Mr.Bittar",3969272727,20.0,2026-02-01 12:30,2026-02-02 00:51,6486,2.0,H,No Limit,Normal,-66.00,7251,Bounty Progressive-Bounty Multi-Entry,USD,,44490,8,,"SCOOP Warm-Up 02-L: $22 NLHE [Progressive KO, StacKOsaurus], $100K Gtd",2670,
PokerStars,"Mr.Bittar",3969272727,20.0,2026-02-01 12:30,2026-02-02 00:51,6486,2.0,H,No Limit,Normal,-66.00,8379,Bounty Progressive-Bounty Multi-Entry,USD,,44490,8,,"SCOOP Warm-Up 02-L: $22 NLHE [Progressive KO, StacKOsaurus], $100K Gtd",2670,
PokerStars,"Mr.Bittar",3969272727,20.0,2026-02-01 12:30,2026-02-02 00:51,6486,2.0,H,No Limit,Normal,-66.00,8975,Bounty Progressive-Bounty Multi-Entry,USD,,44490,8,,"SCOOP Warm-Up 02-L: $22 NLHE [Progressive KO, StacKOsaurus], $100K Gtd",2670,
GGNetwork,"Bittar2025",260447677,49.68,2026-02-01 13:30,2026-02-02 00:39,15675,4.32,H,No Limit,Normal,-58.00,10309,Bounty Deep-Stack Multi-Entry,USD,,40147,8,,"Bounty Hunters Sunday Main Event $54, $750K GTD",7802,
GGNetwork,"Bittar2025",259868466,23.0,2026-02-01 19:00,2026-02-02 00:33,1809,2.0,H,No Limit,Normal,112.33,945,Bounty,USD,,20023,8,137.33,"The Weekender Bounty Closer, $200K GTD [Final Stage]",,
PokerStars,"Mr.Bittar",3969272731,50.0,2026-02-01 14:30,2026-02-02 00:32,4159,5.0,H,No Limit,Normal,103.44,814,Bounty Progressive-Bounty Multi-Entry,USD,,36137,8,158.44,"SCOOP Warm-Up 03-M: $55 NLHE [Progressive KO, Mini Bounty Builder HR], $250K Gtd",1459,112.5
PokerStars,"Mr.Bittar",3969272741,20.0,2026-02-01 18:30,2026-02-02 00:26,3169,2.0,H,No Limit,Turbo,-17.00,769,Bounty Progressive-Bounty Multi-Entry,USD,,21370,8,5.0,"SCOOP Warm-Up 07-H: $22 NLHE [Turbo, Progressive KO], $60K Gtd",919,5.0
GGNetwork,"Bittar2025",260503925,23.0,2026-02-01 18:05,2026-02-02 00:19,4284,2.0,H,No Limit,Turbo,-25.00,,Bounty Deep-Stack Multi-Entry,USD,,22491,8,,"Sunday Heater $25 [Bounty Turbo]",1148,
GGNetwork,"Bittar2025",260459493,19.87,2026-02-01 14:30,2026-02-02 00:18,9371,1.73,H,No Limit,Normal,15.55,1233,Bounty Deep-Stack Multi-Entry,USD,,35335,8,37.15,"Bounty Hunters Sunday Big Game $21.60",2937,
GGNetwork,"Bittar2025",260528567,19.87,2026-02-01 20:30,2026-02-01 23:46,1258,1.73,H,No Limit,Normal,-38.20,804,6-Max Bounty Multi-Entry,USD,,11794,6,,"Sunday Last Call $21.60 [Bounty Hyper]",340,
GGNetwork,"Bittar2025",260525107,9.2,2026-02-01 20:05,2026-02-01 23:43,1465,0.8,H,No Limit,Super Turbo,1.83,173,6-Max Multi-Entry,USD,,13091,6,11.83,"Mini Saver $10 [Hyper]",500,
GGNetwork,"Bittar2025",260431544,23.0,2026-02-01 12:05,2026-02-01 22:53,4658,2.0,H,No Limit,Normal,-50.00,,Deep-Stack Multi-Entry,USD,,38902,8,,"Mini Grand Prix $25",1614,
PokerStars,"Mr.Bittar",3968327623,24.55,2026-02-01 12:15,2026-02-01 22:49,2096,2.45,H,No Limit,Normal,-16.29,451,Bounty Progressive-Bounty Multi-Entry,USD,,38084,8,10.71,"$27 Sunday Eliminator [Progressive KO], $60K Gtd",538,10.71
GGNetwork,"Bittar2025",260437073,40.48,2026-02-01 12:35,2026-02-01 22:34,5758,3.52,H,No Limit,Normal,-44.00,,Bounty Deep-Stack Multi-Entry,USD,,35980,8,,"Bounty Hunters Sunday Forty Stack $44",2038,
PokerStars,"Mr.Bittar",3968327628,40.0,2026-02-01 13:30,2026-02-01 22:34,1249,4.0,H,No Limit,Normal,27.26,141,Bounty Progressive-Bounty Mystery-Bounty Multi-Entry,USD,,32672,8,71.26,"Red Lotus [Mystery Bounty] $44, $70K Gtd",318,
GGNetwork,"Bittar2025",260511514,18.4,2026-02-01 18:45,2026-02-01 22:32,2143,1.6,H,No Limit,Super Turbo,-20.00,,6-Max Multi-Entry,USD,,13674,6,,"Sunday Hypersonic $20",694,
GGNetwork,"Bittar2025",260436167,9.94,2026-02-01 12:30,2026-02-01 21:53,11801,0.86,H,No Limit,Normal,-10.80,,Bounty Multi-Entry,USD,,33814,8,,"Bounty Hunters Sunday Special $10.80",5064,
PokerStars,"Mr.Bittar",3968327656,31.43,2026-02-01 19:02,2026-02-01 21:34,1041,1.57,H,No Limit,Super Turbo,-33.00,254,6-Max Multi-Entry,USD,,9123,6,,"$33 Mini Sunday Supersonic [6-Max, Hyper-Turbo], $40K Gtd",302,
GGNetwork,"Bittar2025",260410199,23.0,2026-02-01 10:05,2026-02-01 21:13,3470,2.0,H,No Limit,Normal,-50.00,,Deep-Stack Multi-Entry,USD,,40093,8,,"Sunday Monster Stack $25",1176,
PokerStars,"Mr.Bittar",3968327624,20.0,2026-02-01 13:05,2026-02-01 21:02,1443,2.0,H,No Limit,Normal,54.85,98,Multi-Entry,USD,,28630,8,76.85,"$22 Mini Sunday Warm-Up, $40K Gtd / New Tournament!",437,
GGNetwork,"Bittar2025",260414482,9.94,2026-02-01 10:30,2026-02-01 20:19,7239,0.86,H,No Limit,Normal,-4.55,4328,Bounty Multi-Entry,USD,,35355,8,6.25,"Bounty Hunters Sunday Special $10.80",2881,
GGNetwork,"Bittar2025",260424930,80.96,2026-02-01 11:30,2026-02-01 19:49,1672,7.04,H,No Limit,Normal,-126.00,933,Bounty Multi-Entry,USD,,29972,8,,"Bounty Hunters Sunday Special $88",497,
GGNetwork,"Bittar2025",260474897,18.4,2026-02-01 15:45,2026-02-01 19:27,2211,1.6,H,No Limit,Super Turbo,-20.00,,6-Max Multi-Entry,USD,,13350,6,,"Sunday Hypersonic $20",789,
GGNetwork,"Bittar2025",260433396,19.87,2026-02-01 12:15,2026-02-01 18:32,2671,1.73,H,No Limit,Turbo,-16.60,1448,Bounty Deep-Stack Multi-Entry,USD,,22675,8,5.0,"Bounty Hunters Deepstack Turbo $21.60",557,
GGNetwork,"Bittar2025",260404488,19.87,2026-02-01 09:30,2026-02-01 18:21,3305,1.73,H,No Limit,Normal,-14.10,1547,Bounty Multi-Entry,USD,,31864,8,7.5,"Bounty Hunters Sunday Special $21.60",977,
GGNetwork,"Bittar2025",259868523,23.0,2026-02-01 16:00,2026-02-01 17:55,3652,2.0,H,No Limit,Normal,0.00,289,Satellite Bounty Multi-Entry,USD,,6915,8,25.0,"The Weekender Bounty Closer, $200K GTD [Last Chance]",852,
GGNetwork,"Bittar2025",260450598,8.17,2026-02-01 13:45,2026-02-01 17:37,2408,0.71,H,No Limit,Super Turbo,-26.64,,Multi-Entry,USD,,13972,8,,"Sunday Hyper Special $8.88 [8-Max]",618,
GGNetwork,"Bittar2025",260422309,29.44,2026-02-01 11:15,2026-02-01 17:32,1414,2.56,H,No Limit,Turbo,-32.00,,Bounty Deep-Stack Multi-Entry,USD,,22646,8,,"Bounty Hunters Deepstack Turbo $32",250,
GGNetwork,"Bittar2025",260395017,13.8,2026-02-01 08:30,2026-02-01 17:20,3581,1.2,H,No Limit,Normal,-15.00,,Bounty Multi-Entry,USD,,31837,7,,"Bounty Hunters Sunday Special $15 [7-Max]",1426,
GGNetwork,"Bittar2025",260427751,13.8,2026-02-01 11:45,2026-02-01 15:36,1911,1.2,H,No Limit,Super Turbo,2.22,248,6-Max Multi-Entry,USD,,13910,6,17.22,"Sunday Hypersonic $15",667,
GGNetwork,"Bittar2025",257204857,138.0,2026-02-01 09:00,2026-02-01 15:25,6866,12.0,H,No Limit,Normal,-150.00,4605,Satellite,USD,,23114,8,,"$150 GGMasters 6th Anniversary [Day 1A, Asia]",,
GGNetwork,"Bittar2025",260411884,49.68,2026-02-01 10:15,2026-02-01 15:23,1147,4.32,H,No Limit,Turbo,-54.00,,Bounty Deep-Stack Multi-Entry,USD,,18535,8,,"Bounty Hunters Deepstack Turbo $54",259,
GGNetwork,"Bittar2025",259866734,46.0,2026-02-01 12:00,2026-02-01 14:29,2168,4.0,H,No Limit,Normal,-100.00,,Satellite Multi-Entry,USD,,8973,8,,"The Weekender, $250K GTD [Last Chance]",394,
GGNetwork,"Bittar2025",260406878,13.8,2026-02-01 09:45,2026-02-01 13:20,1364,1.2,H,No Limit,Super Turbo,-15.00,,6-Max Multi-Entry,USD,,12934,6,,"Sunday Hypersonic $15",469,
GGNetwork,"Bittar2025",259869208,172.96,2026-02-01 07:00,2026-02-01 08:47,885,15.04,H,No Limit,Normal,-188.00,,Satellite Bounty Multi-Entry,CNY,,6459,8,,"¥188 Zodiac Mystery Bounty King [Last Chance]",421,
GGNetwork,"Bittar2025",260122050,0.0,2026-01-31 05:45,2026-01-31 05:52,14600,0.0,H,No Limit,Normal,0.00,9653,Lottery,USD,,422,9,,"Daily $100,000 #ThanksGG Flipout",,
GGNetwork,"Bittar2025",260829349,0.0,2026-01-31 04:45,2026-01-31 04:52,14248,0.0,H,No Limit,Normal,0.00,9418,Lottery,USD,,445,9,,"Daily $100,000 #ThanksGG Flipout",,
GGNetwork,"Bittar2025",258198957,23.0,2026-01-30 16:00,2026-01-31 01:44,4652,2.0,H,No Limit,Normal,-25.00,3142,Bounty,USD,,35095,8,,"$25 GGMasters Bounty Special",,
GGNetwork,"Bittar2025",259987762,9.94,2026-01-30 15:30,2026-01-31 01:17,3621,0.86,H,No Limit,Normal,0.45,2660,Bounty Multi-Entry,USD,,35258,8,11.25,"Bounty Hunters 30 Grand $10.80",1111,
GGNetwork,"Bittar2025",260000979,29.44,2026-01-30 16:30,2026-01-31 00:43,1293,2.56,H,No Limit,Normal,-56.50,719,Bounty Multi-Entry,USD,,29605,8,,"Bounty King $32",304,
GGNetwork,"Bittar2025",260014660,49.68,2026-01-30 17:30,2026-01-31 00:13,628,4.32,H,No Limit,Normal,-54.00,,Bounty Deep-Stack Multi-Entry,USD,,24190,8,,"Bounty Hunters Encore $54",143,
GGNetwork,"Bittar2025",258198958,23.0,2026-01-30 18:00,2026-01-30 23:52,3170,2.0,H,No Limit,Turbo,-25.00,3013,Bounty,USD,,21145,8,,"$25 GGMasters Bounty Turbo Special",,
GGNetwork,"Bittar2025",258198954,23.0,2026-01-30 14:00,2026-01-30 23:47,3395,2.0,H,No Limit,Normal,-25.00,2561,,USD,,35274,8,,"$25 GGMasters Classic Special",,
GGNetwork,"Bittar2025",260009077,16.35,2026-01-30 17:05,2026-01-30 23:45,1600,1.42,H,No Limit,Turbo,-17.77,,Deep-Stack Multi-Entry,USD,,24031,7,,"Mini LUCKY SEVENS Superstack Turbo $17.77 [7-Max]",497,
GGNetwork,"Bittar2025",259982421,13.8,2026-01-30 15:05,2026-01-30 23:28,5446,1.2,H,No Limit,Normal,-38.00,2742,6-Max Bounty Deep-Stack Multi-Entry,USD,,30200,6,,"Mini Friday Night Fight $15 [Bounty 6-Max]",2310,
PokerStars,"Mr.Bittar",3968327447,50.0,2026-01-30 14:30,2026-01-30 23:15,1409,5.0,H,No Limit,Normal,-110.00,1203,Bounty Progressive-Bounty Multi-Entry,USD,,31534,8,,"$55 Mini Bounty Builder HR [Progressive KO], $80K Gtd / Adjusted Structure!",474,
PokerStars,"Mr.Bittar",3968327447,50.0,2026-01-30 14:30,2026-01-30 23:15,1409,5.0,H,No Limit,Normal,-110.00,1524,Bounty Progressive-Bounty Multi-Entry,USD,,31534,8,,"$55 Mini Bounty Builder HR [Progressive KO], $80K Gtd / Adjusted Structure!",474,
GGNetwork,"Bittar2025",259974698,19.87,2026-01-30 14:30,2026-01-30 23:02,4209,1.73,H,No Limit,Normal,-16.60,2445,Bounty Deep-Stack Multi-Entry,USD,,30740,8,5.0,"Bounty Hunters Big Game $21.60",1351,
GGNetwork,"Bittar2025",259961783,49.68,2026-01-30 13:30,2026-01-30 22:39,4251,4.32,H,No Limit,Normal,-101.75,3286,Bounty Deep-Stack Multi-Entry,USD,,32984,8,,"Bounty Hunters Daily Main $54",1968,
PokerStars,"Mr.Bittar",3968327457,30.0,2026-01-30 17:30,2026-01-30 22:37,535,3.0,H,No Limit,Normal,12.07,51,Bounty Progressive-Bounty Multi-Entry,USD,,18479,8,45.07,"Meteor $33 [8-Max, Progressive KO], $15K Gtd / New Tournament!",91,7.5
GGNetwork,"Bittar2025",258198951,23.0,2026-01-30 12:00,2026-01-30 22:19,6703,2.0,H,No Limit,Normal,69.84,126,Bounty,USD,,37175,8,94.84,"$25 GGMasters Bounty Warm-Up Special",,
GGNetwork,"Bittar2025",260031199,18.4,2026-01-30 18:45,2026-01-30 22:11,918,1.6,H,No Limit,Super Turbo,-20.00,,6-Max Multi-Entry,USD,,12415,6,,"Daily Hypersonic $20",306,
PokerStars,"Mr.Bittar",3968327452,9.8,2026-01-30 15:30,2026-01-30 21:50,1766,1.2,H,No Limit,Turbo,-8.50,912,Bounty Progressive-Bounty Multi-Entry,USD,,22836,7,2.5,"Mini Fast Friday $11 [7-Max, Progressive KO], $20K Gtd",484,2.5
GGNetwork,"Bittar2025",259949022,13.8,2026-01-30 12:30,2026-01-30 21:36,4167,1.2,H,No Limit,Normal,0.75,926,Bounty Multi-Entry,USD,,32798,8,15.75,"Bounty Hunters Special $15",1302,
GGNetwork,"Bittar2025",259950113,40.48,2026-01-30 12:35,2026-01-30 21:29,1595,3.52,H,No Limit,Normal,-44.00,,Bounty Deep-Stack Multi-Entry,USD,,32063,8,,"Bounty Hunters Forty Stack $44",498,
GGNetwork,"Bittar2025",260017949,9.94,2026-01-30 17:45,2026-01-30 21:01,2074,0.86,H,No Limit,Normal,-0.80,624,6-Max Bounty Multi-Entry,USD,,11796,6,10.0,"Bounty Hunters Hyper Special $10.80",696,
